#X	Y	Miss	Anxiety	ExploreH	ExploreP	Sum	Stress
  0	 30	   0.00000	  -1.73114	   0.00000	   5.10720	   3.37606	  52.68250
  0	 29	   0.00000	  -1.93144	   0.00000	   5.10720	   3.17576	  51.83914
  0	 28	   0.00000	  -2.14281	   0.00000	   5.10720	   2.96439	  51.02295
  0	 27	   0.00000	  -2.36393	   0.00000	   5.10720	   2.74327	  50.23669
  0	 26	   0.00000	  -2.59322	   0.00000	   5.10720	   2.51398	  49.48339
  0	 25	   0.00000	  -2.82874	   0.00000	   5.10720	   2.27846	  48.76636
  0	 24	   0.00000	  -3.06831	   0.00000	   5.10720	   2.03889	  48.08913
  0	 23	   0.00000	  -3.30946	   0.00000	   5.10720	   1.79774	  47.45544
  0	 22	   0.00000	  -3.54949	   0.00000	   5.10720	   1.55771	  46.86913
  0	 21	   0.00000	  -3.78553	   0.00000	   5.10720	   1.32167	  46.33417
  0	 20	   0.00000	  -4.01456	   0.00000	   5.10720	   1.09264	  45.85451
  0	 19	   0.00000	  -4.23352	   0.00000	   5.10720	   0.87368	  45.43403
  0	 18	   0.00000	  -4.43932	   0.00000	   5.10720	   0.66788	  45.07649
  0	 17	   0.00000	  -4.62896	   0.00000	   5.10720	   0.47824	  44.78541
  0	 16	   0.00000	  -4.79956	   0.00000	   5.10720	   0.30764	  44.56400
  0	 15	   0.00000	  -4.94848	   0.00000	   5.10720	   0.15872	  44.41508
  0	 14	   0.00000	  -5.07333	   0.00000	   5.10720	   0.03387	  44.34103
  0	 13	   0.00000	  -5.17210	   0.00000	   5.10720	  -0.06490	  44.34371
  0	 12	   0.00000	  -5.24315	   0.00000	   5.10720	  -0.13595	  44.42440
  0	 11	   0.00000	  -5.28530	   0.00000	   5.10720	  -0.17810	  44.58377
  0	 10	   0.00000	  -5.29784	   0.00000	   5.10720	  -0.19064	  44.82186
  0	  9	   0.00000	  -5.28056	   0.00000	   5.10720	  -0.17336	  45.13806
  0	  8	   0.00000	  -5.23375	   0.00000	   5.10720	  -0.12655	  45.53114
  0	  7	   0.00000	  -5.15820	   0.00000	   5.10720	  -0.05100	  45.99924
  0	  6	   0.00000	  -5.05517	   0.00000	   5.10720	   0.05203	  46.53993
  0	  5	   0.00000	  -4.92635	   0.00000	   5.10720	   0.18085	  47.15026
  0	  4	   0.00000	  -4.77383	   0.00000	   5.10720	   0.33337	  47.82679
  0	  3	   0.00000	  -4.60003	   0.00000	   5.10720	   0.50717	  48.56573
  0	  2	   0.00000	  -4.40764	   0.00000	   5.10720	   0.69956	  49.36294
  0	  1	   0.00000	  -4.19957	   0.00000	   5.10720	   0.90763	  50.21407

  1	 30	   0.00000	  -2.01517	   0.00000	   5.10720	   3.09203	  51.05686
  1	 29	   0.00000	  -2.24834	   0.00000	   5.10720	   2.85886	  50.16240
  1	 28	   0.00000	  -2.49438	   0.00000	   5.10720	   2.61282	  49.29392
  1	 27	   0.00000	  -2.75179	   0.00000	   5.10720	   2.35541	  48.45449
  1	 26	   0.00000	  -3.01869	   0.00000	   5.10720	   2.08851	  47.64754
  1	 25	   0.00000	  -3.29285	   0.00000	   5.10720	   1.81435	  46.87680
  1	 24	   0.00000	  -3.57173	   0.00000	   5.10720	   1.53547	  46.14629
  1	 23	   0.00000	  -3.85244	   0.00000	   5.10720	   1.25476	  45.46025
  1	 22	   0.00000	  -4.13185	   0.00000	   5.10720	   0.97535	  44.82310
  1	 21	   0.00000	  -4.40661	   0.00000	   5.10720	   0.70059	  44.23936
  1	 20	   0.00000	  -4.67323	   0.00000	   5.10720	   0.43397	  43.71359
  1	 19	   0.00000	  -4.92811	   0.00000	   5.10720	   0.17909	  43.25026
  1	 18	   0.00000	  -5.16767	   0.00000	   5.10720	  -0.06047	  42.85369
  1	 17	   0.00000	  -5.38842	   0.00000	   5.10720	  -0.28122	  42.52795
  1	 16	   0.00000	  -5.58701	   0.00000	   5.10720	  -0.47981	  42.27676
  1	 15	   0.00000	  -5.76036	   0.00000	   5.10720	  -0.65316	  42.10342
