#X	Y	Miss	Anxiety	ExploreH	ExploreP	Sum	Stress
  0	 30	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  62.02460
  0	 29	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  61.42022
  0	 28	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  60.85422
  0	 27	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  60.32794
  0	 26	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.84268
  0	 25	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.39969
  0	 24	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.00016
  0	 23	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.64521
  0	 22	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.33585
  0	 21	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.07300
  0	 20	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.85744
  0	 19	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.68984
  0	 18	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.57074
  0	 17	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.50051
  0	 16	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.47937
  0	 15	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.50739
  0	 14	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.58448
  0	 13	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.71040
  0	 12	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  57.88474
  0	 11	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.10696
  0	 10	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.37638
  0	  9	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  58.69218
  0	  8	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.05344
  0	  7	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.45912
  0	  6	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  59.90810
  0	  5	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  60.39918
  0	  4	   0.00000	   0.00000	   0.00000	  11.72474	  11.72474	  60.93110
