#X	Y	Miss	Anxiety	ExploreH	ExploreP	Sum	Stress
  0	 30	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  60.87888
  0	 29	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  59.94102
  0	 28	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  59.02849
  0	 27	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  58.14259
  0	 26	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  57.28468
  0	 25	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  56.45614
  0	 24	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  55.65841
  0	 23	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  54.89298
  0	 22	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  54.16135
  0	 21	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  53.46505
  0	 20	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  52.80561
  0	 19	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  52.18458
  0	 18	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  51.60349
  0	 17	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  51.06385
  0	 16	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  50.56713
  0	 15	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  50.11475
  0	 14	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  49.70804
  0	 13	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  49.34827
  0	 12	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  49.03658
  0	 11	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.77399
  0	 10	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.56139
  0	  9	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.39952
  0	  8	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.28894
  0	  7	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.23004
  0	  6	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.22304
  0	  5	   0.00000	  -0.00000	   0.00000	   4.90752	   4.90752	  48.26796
