#X	Y	Miss	Anxiety	ExploreH	ExploreP	Sum	Stress
  0	 30	  35.36233	  -0.00000	  35.14249	   0.00000	 105.86714	 198.57260
  0	 29	  34.58115	  -0.00000	  34.38341	   0.00000	 103.54572	 195.85666
  0	 28	  33.77123	  -0.00000	  33.59263	   0.00000	 101.13508	 193.07431
  0	 27	  32.93466	  -0.00000	  32.77269	   0.00000	  98.64201	 190.23257
  0	 26	  32.07391	  -0.00000	  31.92645	   0.00000	  96.07427	 187.33949
  0	 25	  31.19179	  -0.00000	  31.05704	   0.00000	  93.44063	 184.40409
  0	 24	  30.29149	  -0.00000	  30.16789	   0.00000	  90.75086	 181.43637
  0	 23	  29.37650	  -0.00000	  29.26274	   0.00000	  88.01573	 178.44731
  0	 22	  28.45066	  -0.00000	  28.34562	   0.00000	  85.24693	 175.44882
  0	 21	  27.51811	  -0.00000	  27.42082	   0.00000	  82.45704	 172.45365
  0	 20	  26.58328	  -0.00000	  26.49290	   0.00000	  79.65945	 169.47537
  0	 19	  25.65083	  -0.00000	  25.56663	   0.00000	  76.86829	 166.52826
  0	 18	  24.72565	  -0.00000	  24.64701	   0.00000	  74.09830	 163.62719
  0	 17	  23.81280	  -0.00000	  23.73916	   0.00000	  71.36476	 160.78752
  0	 16	  22.91747	  -0.00000	  22.84835	   0.00000	  68.68329	 158.02500
  0	 15	  22.04495	  -0.00000	  21.97990	   0.00000	  66.06979	 155.35558
  0	 14	  21.20053	  -0.00000	  21.13917	   0.00000	  63.54024	 152.79527
  0	 13	  20.38953	  -0.00000	  20.33149	   0.00000	  61.11055	 150.36003
  0	 12	  19.61715	  -0.00000	  19.56211	   0.00000	  58.79640	 148.06555
  0	 11	  18.88849	  -0.00000	  18.83614	   0.00000	  56.61311	 145.92711
  0	 10	  18.20845	  -0.00000	  18.15851	   0.00000	  54.57541	 143.95942
  0	  9	  17.58171	  -0.00000	  17.53391	   0.00000	  52.69734	 142.17644
  0	  8	  17.01265	  -0.00000	  16.96672	   0.00000	  50.99202	 140.59125
  0	  7	  16.50530	  -0.00000	  16.46099	   0.00000	  49.47159	 139.21584
  0	  6	  16.06330	  -0.00000	  16.02038	   0.00000	  48.14699	 138.06106
  0	  5	  15.68987	  -0.00000	  15.64810	   0.00000	  47.02785	 137.13640
  0	  4	  15.38775	  -0.00000	  15.34689	   0.00000	  46.12239	 136.44991
  0	  3	  15.15917	  -0.00000	  15.11899	   0.00000	  45.43733	 136.00813
  0	  2	  15.00583	  -0.00000	  14.96610	   0.00000	  44.97775	 135.81596
  0	  1	  14.92887	  -0.00000	  14.88936	   0.00000	  44.74710	 135.87662

  1	 30	  34.58115	  -0.00000	  34.38341	   0.00000	 103.54572	 194.80800
  1	 29	  33.74124	  -0.00000	  33.56329	   0.00000	 101.04577	 191.90728
  1	 28	  32.87042	  -0.00000	  32.70962	   0.00000	  98.45045	 188.93429
  1	 27	  31.97094	  -0.00000	  31.82507	   0.00000	  95.76696	 185.89650
  1	 26	  31.04547	  -0.00000	  30.91264	   0.00000	  93.00358	 182.80249
