#X	Y	Miss	Anxiety	ExploreH	ExploreP	Sum	Stress
  0	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  60.37807
  0	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  59.62579
  0	 28	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  58.91077
  0	 27	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  58.23479
  0	 26	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.59967
  0	 25	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.00720
  0	 24	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.45914
  0	 23	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.95724
  0	 22	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.50315
  0	 21	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.09844
  0	 20	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.74458
  0	 19	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.44288
  0	 18	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.19452
  0	 17	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.00047
  0	 16	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.86154
  0	 15	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.77828
  0	 14	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.75105
  0	 13	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.77997
  0	 12	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.86490
  0	 11	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.00550
  0	 10	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.20118
  0	  9	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.45116
  0	  8	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.75444
  0	  7	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.10985
  0	  6	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.51606
  0	  5	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.97161
  0	  4	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.47492
  0	  3	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.02433
  0	  2	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.61811
  0	  1	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  58.25449

  1	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  59.09750
  1	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  58.32365
  1	 28	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.58742
  1	 27	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.89075
  1	 26	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.23557
  1	 25	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.62383
  1	 24	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.05745
  1	 23	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.53833
  1	 22	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.06829
  1	 21	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.64905
  1	 20	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.28223
  1	 19	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.96931
  1	 18	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.71157
  1	 17	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.51011
  1	 16	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.36582
  1	 15	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.27934
  1	 14	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.25105
  1	 13	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.28109
  1	 12	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.36931
  1	 11	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.51533
  1	 10	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.71848
  1	  9	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.97790
  1	  8	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.29246
  1	  7	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.66087
  1	  6	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.08166
  1	  5	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.55320
  1	  4	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.07377
  1	  3	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.64153
  1	  2	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.25460
  1	  1	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.91105

  2	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.83076
  2	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  57.03430
  2	 28	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.27579
  2	 27	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.55730
  2	 26	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.88092
  2	 25	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.24875
  2	 24	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.66290
  2	 23	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.12542
  2	 22	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.63833
  2	 21	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.20353
  2	 20	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.82281
  2	 19	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.49781
  2	 18	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.22997
  2	 17	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.02052
  2	 16	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.87045
  2	 15	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.78049
  2	 14	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.75105
  2	 13	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.78231
  2	 12	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.87408
  2	 11	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.02595
  2	 10	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.23716
  2	  9	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.50674
  2	  8	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.83343
  2	  7	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.21580
  2	  6	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.65219
  2	  5	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.14082
  2	  4	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.67978
  2	  3	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.26705
  2	  2	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.90057
  2	  1	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.57825

  3	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  56.57907
  3	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.75892
  3	 28	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.97699
  3	 27	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.23549
  3	 26	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.53668
  3	 25	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.88283
  3	 24	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.27625
  3	 23	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.71919
  3	 22	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.21385
  3	 21	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.76234
  3	 20	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.36667
  3	 19	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.02865
  3	 18	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.74990
  3	 17	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.53180
  3	 16	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.37547
  3	 15	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.28173
  3	 14	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.25105
  3	 13	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.28362
  3	 12	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.37926
  3	 11	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.53745
  3	 10	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.75738
  3	  9	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.03793
  3	  8	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.37771
  3	  7	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.77509
  3	  6	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.22823
  3	  5	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.73516
  3	  4	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.29374
  3	  3	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.90177
  3	  2	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.55700
  3	  1	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.25712

  4	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  55.34379
  4	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.49882
  4	 28	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.69227
  4	 27	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.92650
  4	 26	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.20394
  4	 25	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.52708
  4	 24	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.89840
  4	 23	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.32039
  4	 22	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.79548
  4	 21	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.32601
  4	 20	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.91421
  4	 19	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.56211
  4	 18	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.27154
  4	 17	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.04406
  4	 16	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  47.88093
  4	 15	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  47.78308
  4	 14	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  47.75106
  4	 13	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  47.78506
  4	 12	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  47.88488
  4	 11	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.04996
  4	 10	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.27935
  4	  9	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.57179
  4	  8	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  48.92570
  4	  7	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.33927
  4	  6	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  49.81043
  4	  5	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.33697
  4	  4	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  50.91654
  4	  3	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  51.54670
  4	  2	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.22497
  4	  1	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  52.94885

  5	 30	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  54.12642
  5	 29	   0.00000	  -0.00000	   0.00000	  13.68755	  13.68755	  53.25546
